carat,cut,color,clarity,price
0.3,4,4,3,6.265
1.05,2,1,1,8.66
0.24,1,1,6,6.213
0.32,4,0,6,7.039
1.09,4,2,1,8.686
0.93,3,0,1,8.246
0.37,3,1,1,6.475
1.23,2,3,2,8.407
0.37,2,3,1,6.312
1.41,3,2,2,8.964
1.04,3,6,2,8.208
0.4,3,6,3,6.697
0.31,4,2,4,6.687
0.41,3,1,2,6.648
1.07,4,6,4,8.452
1.52,4,2,4,9.55
0.41,4,3,6,6.988
0.51,2,1,4,7.349
0.28,4,3,7,6.477
0.7,2,1,4,7.925
1.22,2,6,2,8.144
0.51,1,2,1,7.107
1.23,3,2,3,9.156
1.5,2,4,1,9.248
0.7,2,2,5,8.081
0.98,0,4,2,7.929
0.52,3,1,4,7.432
1.57,4,5,3,9.231
2.37,4,6,4,9.728
0.4,2,5,3,6.782
1.01,2,1,2,8.421
0.4,3,0,4,6.957
2.01,3,5,4,9.728
0.32,4,3,7,6.822
1.11,2,2,6,9.224
1.5,2,1,4,9.565
0.89,0,4,0,7.196
0.32,4,1,4,6.802
0.71,4,5,6,7.804
0.46,1,2,2,6.668
0.4,3,0,5,7.141
0.51,4,0,4,7.54
1.02,4,1,4,8.833
0.59,4,1,4,7.585
0.3,1,1,4,6.42
0.3,1,1,1,6.515
0.3,2,0,1,6.564
0.3,4,2,4,6.654
0.41,4,6,3,6.474
1.28,3,3,4,9.043
0.92,4,1,2,8.297
0.72,4,4,3,7.993
0.31,4,1,6,6.763
1.03,3,3,1,8.627
0.41,4,3,2,6.474
0.52,4,2,3,7.535
2.1,2,5,1,9.647
0.71,4,1,1,7.887
0.42,4,2,5,7.107
0.4,4,3,6,7.0
0.72,4,2,2,7.792
1.0,0,2,3,8.719
0.3,2,3,3,6.586
1.65,2,4,3,9.378
0.3,4,1,4,6.489
0.33,4,4,7,6.731
0.38,3,1,2,6.39
0.72,4,0,4,8.077
1.01,0,3,1,8.295
1.52,2,0,2,9.09
0.23,2,1,5,6.273
1.08,0,3,3,8.864
1.31,3,4,2,8.784
0.41,2,3,3,6.801
0.3,4,5,6,6.564
0.52,4,3,4,7.721
1.0,1,2,2,8.344
1.28,4,2,3,9.398
0.91,4,5,4,8.223
0.94,2,3,4,8.409
1.03,2,3,2,8.37
0.7,1,2,2,7.491
0.3,2,6,1,5.861
0.32,3,3,7,6.928
0.51,4,3,4,7.274
0.42,4,4,3,6.742
0.33,3,3,4,6.611
2.01,4,4,3,9.797
0.32,2,3,2,6.043
0.33,4,1,5,6.856
0.9,2,4,2,8.058
0.33,4,1,4,6.583
0.51,1,3,5,7.536
0.43,4,1,4,6.955
0.73,4,2,2,7.806
0.42,2,3,5,7.074
0.37,4,1,4,6.948
0.3,4,1,1,6.515
1.51,2,5,2,8.909
0.5,1,4,4,7.122
1.08,2,1,2,8.521
0.7,2,4,4,7.746
0.31,1,3,1,6.136
0.25,2,1,5,6.306
1.25,3,1,4,9.272
1.23,2,2,3,9.143
1.13,3,4,0,8.173
0.4,4,2,6,7.188
0.3,3,3,3,6.405
1.5,2,1,1,9.366
1.25,3,4,2,8.691
1.2,2,3,3,9.006
0.4,4,1,5,7.054
1.01,1,2,2,8.265
1.0,2,5,2,8.32
0.33,4,1,4,6.583
1.0,4,3,1,8.463
0.3,2,3,7,6.797
0.32,4,3,4,6.579
0.77,2,0,3,8.201
2.07,4,6,5,9.727
0.3,4,0,1,6.564
0.96,4,3,1,8.367
0.56,4,2,3,7.609
0.41,3,3,1,6.578
1.03,4,1,1,8.581
0.3,4,5,3,6.125
0.33,2,3,4,6.435
0.31,2,1,1,6.299
0.41,4,1,5,7.125
1.33,3,1,3,9.421
0.35,3,5,3,6.564
0.71,2,0,3,8.133
0.9,2,5,4,8.074
0.61,4,3,3,7.686
0.41,2,1,5,6.927
0.41,1,1,3,6.861
0.7,4,3,1,7.763
1.14,2,2,1,8.731
1.03,0,4,2,8.229
1.12,4,3,3,8.997
1.14,4,4,5,8.903
1.2,3,5,4,8.648
0.57,4,2,1,7.468
0.53,3,0,3,7.672
0.59,0,2,4,7.801
0.71,2,1,4,8.076
0.57,0,2,5,7.551
2.09,4,5,2,9.533
0.53,2,6,4,6.904
1.1,3,4,2,8.42
0.7,2,0,1,7.814
0.51,4,3,3,7.412
0.35,2,0,1,6.718
0.54,3,2,2,7.0
0.3,3,2,4,6.512
1.09,4,2,2,8.513
0.52,4,1,4,7.432
1.01,2,2,4,8.726
1.07,3,3,1,8.535
0.33,4,3,7,6.875
1.22,2,5,4,8.767
0.7,4,1,4,7.99
0.7,3,2,4,7.77
1.0,4,3,4,8.681
0.41,3,0,5,7.166
1.58,3,4,2,9.092
2.01,2,4,2,9.374
0.31,4,1,7,6.865
1.12,3,4,1,8.516
0.34,3,4,3,6.39
0.71,4,2,3,8.02
0.32,2,3,1,6.168
0.3,4,4,6,6.528
1.02,2,4,4,8.56
0.51,4,0,1,7.358
2.49,3,5,2,9.816
2.01,3,4,1,9.809
1.02,0,2,2,8.198
0.9,1,2,4,8.368
0.32,4,4,6,6.842
0.8,2,2,3,8.221
0.72,4,3,2,7.686
1.2,2,4,2,8.572
0.73,4,0,4,8.209
1.01,4,1,3,8.934
1.51,2,6,5,9.079
0.51,3,3,4,7.343
0.51,4,3,5,7.519
1.07,4,4,2,8.41
1.0,2,3,5,8.926
0.72,4,3,2,7.644
0.35,4,3,7,6.909
0.41,2,3,1,6.509
0.7,3,2,6,8.162
2.19,1,5,2,9.372
0.96,0,6,0,7.742
0.91,2,4,3,8.383
1.0,3,3,4,8.707
0.46,0,2,1,6.892
0.61,4,2,4,7.653
0.37,4,3,3,6.697
0.38,2,2,7,7.158
0.25,2,3,6,6.263
0.3,4,2,4,6.405
0.32,3,1,1,6.33
0.7,2,4,1,7.653
0.31,3,0,7,7.129
0.51,1,2,4,7.275
1.21,3,5,2,8.375
1.51,4,3,4,9.401
0.52,1,3,4,7.207
0.3,3,4,4,6.41
0.3,4,0,6,6.908
0.9,2,0,4,8.448
1.01,2,3,5,8.757
1.06,3,5,1,8.401
0.31,3,1,3,6.848
0.71,2,2,3,7.94
0.9,2,4,4,8.274
0.57,3,2,2,7.128
1.02,4,4,0,8.273
1.02,1,3,4,8.686
0.55,1,1,1,7.249
1.03,4,5,2,8.293
1.52,3,0,2,8.826
0.32,4,1,5,6.985
0.28,2,2,6,6.349
1.7,3,5,4,9.311
0.7,4,2,3,8.059
0.9,4,5,1,8.087
1.53,2,1,3,9.611
0.99,0,6,1,7.942
0.5,1,2,4,7.268
2.57,3,6,1,9.825
0.53,4,2,3,7.502
0.32,3,3,4,6.579
0.51,2,1,1,7.184
1.01,3,2,1,8.497
0.7,3,2,2,7.638
0.6,2,0,1,7.483
1.27,4,4,4,8.884
2.0,0,5,2,9.075
0.7,3,2,1,7.862
0.58,4,0,2,7.274
0.85,4,1,2,8.144
0.31,4,0,4,6.54
0.31,4,1,5,6.887
1.04,3,2,4,8.84
0.43,4,3,4,6.848
0.61,2,4,5,7.586
0.72,4,1,2,7.836
1.5,0,3,4,9.273
0.31,3,5,5,6.299
1.03,3,1,2,8.512
1.01,0,1,2,8.323
0.7,2,1,1,7.92
0.5,1,1,1,6.994
0.36,4,2,2,6.109
0.35,4,3,5,6.682
0.3,2,2,6,6.542
1.11,4,5,4,8.614
0.31,2,1,1,6.548
0.83,2,0,3,8.416
0.51,1,0,2,7.145
0.59,2,1,4,7.516
0.64,1,2,3,7.706
1.51,4,3,4,9.469
0.29,2,1,3,6.223
2.11,3,5,2,9.59
2.04,1,4,1,9.8
1.22,4,5,3,8.773
0.6,3,0,2,7.087
0.7,4,4,1,7.773
0.3,3,3,5,6.778
0.31,3,3,3,6.438
1.03,3,1,3,8.959
1.5,2,5,1,8.997
1.03,1,3,2,8.151
0.55,4,5,1,7.185
1.07,4,5,3,8.538
1.01,2,5,1,8.451
1.01,1,1,1,8.356
1.23,4,3,4,8.986
0.38,4,1,5,7.003
0.3,2,0,2,6.103
0.51,4,3,5,7.51
0.7,1,4,6,7.965
1.51,3,4,2,8.901
1.21,4,0,5,9.446
0.8,4,2,4,8.305
0.26,4,3,3,6.23
0.32,4,3,3,6.469
1.5,2,0,2,9.05
0.7,2,4,5,7.847
0.31,4,2,4,6.619
0.4,4,5,5,6.693
1.02,4,3,3,8.807
0.53,3,4,4,7.212
0.73,1,1,1,7.936
0.91,2,6,4,8.101
0.71,2,4,2,7.669
0.7,3,2,4,7.882
0.26,4,1,5,6.585
1.58,3,1,4,9.579
0.34,2,2,3,6.605
0.7,0,2,3,7.775
0.7,2,4,3,7.792
0.36,3,4,4,6.342
0.32,4,3,1,6.482
0.3,2,4,1,6.068
0.34,3,3,4,6.39
0.57,0,2,3,7.489
0.4,2,2,6,7.12
0.56,2,1,5,7.801
0.53,4,2,3,7.526
2.09,2,2,2,9.833
1.0,1,1,1,8.527
1.09,3,3,2,8.306
1.64,4,3,5,9.776
1.07,4,1,2,8.455
0.71,2,5,4,7.705
0.7,3,2,1,7.821
0.51,3,1,4,7.485
0.31,4,5,6,6.596
0.73,3,3,4,7.927
1.01,3,1,6,9.295
0.4,3,2,5,7.059
0.72,3,2,5,8.041
1.24,3,1,1,8.836
0.5,4,6,3,6.892
0.7,2,4,4,7.668
0.3,4,3,2,6.004
0.95,2,5,1,8.125
0.32,3,2,4,6.65
0.31,4,6,4,5.991
0.51,1,3,5,7.496
1.01,3,3,1,8.357
1.5,4,5,5,9.405
1.2,1,5,3,8.669
0.24,4,2,5,6.314
1.03,2,0,4,8.868
1.01,4,4,2,8.38
0.3,4,3,4,6.265
1.51,3,1,1,9.174
0.31,2,4,1,6.1
1.01,2,4,1,8.368
0.37,3,2,4,6.864
1.11,4,1,1,8.815
0.42,2,1,1,6.611
0.34,3,3,7,6.988
0.7,3,5,6,7.838
2.16,2,5,4,9.685
1.21,3,4,2,8.56
1.2,1,5,1,8.466
0.38,1,6,5,6.501
0.3,4,3,6,6.639
0.26,2,0,3,6.04
1.26,3,5,2,8.558
0.32,2,0,1,6.378
0.41,1,0,1,6.853
0.31,4,4,5,6.687
0.42,2,4,6,6.949
1.63,4,5,4,9.39
1.6,4,4,2,9.135
0.27,2,2,6,6.43
1.2,4,2,4,9.046
0.61,2,5,7,7.629
0.58,2,1,1,7.281
0.48,0,3,5,7.22
0.4,3,3,6,7.09
0.71,4,3,4,8.101
0.8,3,2,2,7.803
0.3,1,3,5,6.528
0.38,1,0,3,6.749
1.03,4,1,1,8.608
0.25,4,1,4,6.282
0.77,3,3,4,7.938
1.01,2,3,4,8.686
0.32,4,0,2,6.168
1.09,0,6,4,8.144
1.07,3,0,4,8.929
0.32,3,1,0,6.096
0.7,3,1,2,7.814
1.01,2,1,2,8.379
0.32,4,5,5,6.579
0.93,3,1,1,8.35
1.02,4,0,1,8.725
1.56,4,2,3,9.767
0.3,1,6,5,6.18
1.15,4,4,2,8.34
1.09,3,5,1,8.286
1.54,3,3,1,9.232
1.01,3,2,6,9.15
0.71,0,0,1,7.763
0.66,3,2,3,7.77
0.76,2,2,1,7.837
0.51,3,0,4,7.448
1.01,2,2,1,8.515
0.31,4,1,4,6.771
0.25,4,3,1,6.009
0.9,3,3,5,8.409
0.4,2,1,5,7.094
1.32,4,3,1,9.016
0.56,4,3,4,7.437
0.73,2,1,1,7.833
0.3,4,1,4,6.738
0.42,4,0,1,6.877
0.34,2,1,1,6.39
0.75,4,4,1,7.833
0.33,2,4,7,6.731
0.4,2,0,4,6.89
0.34,3,5,1,6.353
1.03,4,5,1,8.402
0.5,3,4,1,7.04
0.57,3,3,3,7.506
0.37,3,0,1,6.773
1.72,3,4,2,9.294
1.0,3,0,1,8.592
1.01,2,2,2,8.374
1.55,3,4,4,9.29
0.41,4,1,5,7.079
0.57,4,2,1,7.359
1.28,4,2,2,8.338
2.5,3,5,2,9.823
0.51,4,0,4,7.499
2.01,4,3,4,9.831
1.11,1,2,1,8.66
0.38,1,4,1,6.45
1.5,2,2,2,9.131
0.44,3,1,4,6.978
1.05,4,3,1,8.557
0.42,4,3,3,6.892
2.58,2,0,2,9.599
2.01,3,6,4,9.437
0.37,4,0,4,6.775
1.03,0,5,1,8.267
1.01,0,3,4,8.619
0.35,4,1,5,6.781
1.15,3,4,2,8.483
0.34,3,2,3,6.586
0.3,4,1,4,6.402
0.85,4,3,1,8.034
0.3,4,2,4,6.654
0.27,2,2,4,6.153
0.52,4,1,4,7.432
0.36,2,1,4,6.447
0.55,2,4,6,7.54
1.04,4,1,2,8.185
0.55,2,2,1,7.223
1.09,2,3,3,8.79
1.02,3,4,4,8.604
0.48,2,5,3,6.959
1.5,2,1,4,9.526
0.9,2,5,1,8.077
1.02,4,3,2,8.381
1.01,4,5,2,8.353
0.53,4,5,5,7.209
1.12,4,1,5,9.284
0.43,2,2,4,6.808
2.01,3,5,4,9.641
1.23,3,2,4,9.141
1.19,4,2,6,9.616
0.73,2,3,3,7.986
0.31,3,3,7,6.896
0.74,2,1,2,7.87
0.73,3,3,3,7.927
1.01,2,2,3,8.828
1.32,4,3,3,9.181
0.53,2,1,3,7.524
1.52,3,1,3,9.692
1.14,2,1,7,9.445
1.04,1,4,2,8.341
0.32,4,5,4,6.144
0.34,4,2,6,7.068
1.13,4,0,5,9.414
1.22,3,5,4,8.671
0.42,4,2,3,7.006
0.38,4,4,3,6.571
0.3,4,3,6,6.671
0.72,1,2,1,7.881
1.0,3,3,1,8.535
1.01,4,2,1,8.597
0.3,4,1,5,6.641
2.05,3,5,3,9.778
0.74,4,0,5,8.673
1.5,1,4,1,9.14
1.52,3,2,4,9.574
0.62,4,3,7,8.125
1.28,4,3,0,8.414
0.76,4,0,4,8.117
0.35,4,4,6,6.931
1.02,1,5,3,8.407
0.72,2,0,2,7.738
0.3,2,3,6,6.565
0.57,4,1,1,7.455
0.38,2,0,2,6.45
1.0,3,5,4,8.273
0.32,4,2,6,6.8
2.01,2,2,2,9.628
0.7,4,1,2,7.773
1.01,2,2,1,8.495
0.78,2,4,2,7.785
0.34,4,0,1,6.37
0.31,2,5,6,6.596
0.51,4,0,4,7.54
0.51,4,3,4,7.415
1.05,4,3,4,8.851
0.3,3,2,4,6.405
1.02,1,4,1,8.335
1.04,1,3,3,8.879
0.48,1,3,3,7.113
1.04,1,6,4,8.254
1.52,3,1,3,9.719
1.27,3,3,5,9.249
1.26,3,0,5,9.593
0.3,4,0,2,6.023
0.53,2,2,4,7.397
1.01,1,4,4,8.345
0.42,4,2,5,7.107
0.23,1,3,5,6.286
0.77,2,2,3,8.117
0.52,2,4,4,7.236
1.71,3,2,4,9.728
1.51,4,2,3,9.641
1.63,4,3,2,9.276
2.01,2,4,1,9.785
0.45,2,0,4,7.179
0.6,4,2,5,7.957
0.38,2,6,1,6.288
0.32,4,1,1,6.277
0.56,4,2,4,7.474
1.52,3,0,2,9.189
0.45,1,3,3,7.128
0.31,4,4,1,6.043
0.7,2,4,1,7.685
1.18,4,5,3,8.744
1.41,4,4,2,8.991
0.3,1,6,3,5.976
0.32,3,3,4,6.579
0.41,4,2,4,6.76
1.5,3,1,2,9.218
0.72,2,1,1,7.816
1.24,3,5,4,8.488
0.55,3,1,2,7.034
1.0,3,2,0,8.133
0.41,3,4,1,6.775
0.3,4,1,1,6.213
0.31,4,4,7,6.671
2.3,4,5,4,9.809
1.01,3,2,1,8.584
0.34,4,4,3,6.39
1.47,3,3,2,8.93
0.41,2,1,1,6.807
1.01,2,6,1,8.377
0.35,3,3,3,6.809
0.45,3,3,2,6.688
0.52,1,1,2,7.021
2.0,3,0,2,9.48
0.75,4,2,4,7.984
0.41,3,4,3,6.898
0.35,1,3,1,6.506
0.74,2,1,2,7.911
0.27,2,1,3,6.138
0.38,3,0,3,7.039
0.7,4,2,3,8.119
1.25,3,5,1,8.574
0.72,3,3,2,7.475
0.27,2,1,6,6.299
1.21,3,4,2,8.56
1.17,3,4,2,8.5
0.25,2,4,6,6.146
0.35,4,2,5,6.678
0.42,4,3,4,6.991
0.29,2,1,3,6.428
1.06,3,6,2,8.227
0.91,2,6,4,8.154
0.9,3,5,2,7.947
0.33,4,0,2,6.198
1.01,0,1,2,8.1
1.5,3,3,4,9.418
1.41,3,4,4,9.084
0.3,3,0,4,6.815
1.25,4,1,4,9.036
0.81,4,1,2,7.985
1.32,0,1,2,8.736
1.5,1,1,1,9.454
1.55,3,6,1,8.941
1.0,1,3,2,8.201
0.32,3,5,1,6.317
1.7,1,0,4,9.769
0.34,4,5,1,6.129
0.56,2,4,4,7.363
1.02,1,2,2,8.382
0.3,4,3,7,6.863
0.23,2,2,6,6.368
1.2,4,3,4,8.954
1.09,4,2,2,8.545
0.38,4,1,6,7.191
0.53,2,1,3,7.52
0.77,4,4,4,8.111
0.91,0,4,1,8.065
1.06,4,3,4,8.838
1.55,3,5,4,8.943
0.42,2,1,1,6.9
0.77,2,3,1,7.89
1.5,4,3,3,9.552
1.06,4,4,1,8.554
0.35,4,2,4,6.809
1.06,4,4,2,8.482
0.59,2,3,2,7.098
1.62,4,2,3,9.574
0.38,4,5,3,6.555
1.5,0,3,4,9.456
0.71,4,5,3,7.877
0.32,4,0,1,6.378
0.78,4,4,2,7.554
0.7,4,2,1,7.877
0.3,4,2,3,6.417
0.65,4,1,7,8.339
0.51,4,1,4,7.412
0.76,1,0,4,8.144
0.31,4,3,4,6.332
0.24,1,2,6,6.198
0.41,3,3,4,6.718
1.01,2,2,3,8.872
0.71,2,1,4,7.958
1.12,3,3,4,8.78
0.47,4,5,4,6.784
0.5,2,2,1,7.088
0.55,4,3,4,7.278
1.21,3,5,3,8.655
0.6,2,2,1,7.447
1.33,1,3,3,9.22
0.23,2,2,5,6.273
1.01,3,3,4,8.677
1.07,2,3,5,8.936
0.71,3,1,4,7.875
0.7,2,1,3,7.995
1.5,1,6,2,8.817
0.31,4,3,3,6.48
0.4,2,3,5,6.766
0.91,4,1,2,8.268
0.77,2,2,2,7.755
0.73,3,3,4,7.927
0.9,4,1,2,8.244
0.8,1,3,1,7.882
0.25,3,2,5,6.607
0.42,4,5,6,6.851
0.81,2,3,4,8.004
0.7,2,0,4,8.024
1.2,1,1,1,8.867
0.31,1,1,1,6.299
1.24,3,0,1,8.903
0.4,4,4,1,6.501
1.0,4,0,2,8.565
0.21,3,0,4,5.956
0.31,2,0,1,6.347
1.08,4,4,2,8.377
0.31,2,4,3,6.299
2.01,2,5,2,9.188
1.06,4,2,4,8.959
1.13,4,1,0,8.242
0.53,3,1,2,7.04
0.91,2,2,1,8.069
0.52,4,2,6,7.691
0.39,1,1,3,6.987
1.31,4,2,1,9.015
2.19,2,1,2,9.802
0.37,3,1,4,6.698
0.51,2,0,4,7.419
0.4,2,1,1,6.782
0.53,4,0,4,7.726
0.5,3,1,4,7.465
1.54,2,0,1,9.488
2.15,4,5,1,9.584
0.34,4,0,4,6.94
0.73,2,5,6,7.872
1.03,0,0,1,8.486
0.42,4,1,1,6.9
0.97,3,1,1,8.5
1.71,2,5,1,9.276
0.3,2,4,6,6.528
1.02,4,2,2,8.429
0.35,3,4,3,6.42
1.04,4,2,4,8.809
0.36,4,1,3,6.589
0.57,4,2,7,7.998
0.71,3,0,4,7.963
0.25,4,4,3,6.098
1.51,2,2,1,9.291
1.02,2,4,4,8.593
1.08,4,4,6,8.848
1.36,3,6,4,8.725
0.51,4,1,1,7.343
0.7,4,5,6,7.995
0.31,3,3,1,6.385
0.39,2,3,2,6.392
0.56,0,1,4,7.46
0.7,2,0,3,8.024
1.02,4,3,4,8.766
0.7,2,5,4,7.729
0.91,2,2,2,8.133
2.3,2,5,2,9.589
1.23,1,6,1,8.491
0.35,2,3,7,6.909
0.52,4,0,2,7.164
0.31,4,2,7,6.804
1.01,2,5,1,8.266
0.54,2,2,2,7.179
0.75,2,4,6,7.94
1.57,4,1,4,9.715
0.78,4,0,1,8.128
0.33,2,2,4,6.75
0.3,3,1,4,6.489
1.02,3,3,2,8.423
0.54,4,4,6,7.521
1.5,4,5,5,9.297
0.35,3,1,5,6.931
1.21,2,2,4,9.238
2.06,3,3,2,9.716
1.51,1,1,4,9.596
2.11,2,5,4,9.703
1.5,1,2,1,9.341
1.27,4,3,3,9.324
0.5,3,0,6,7.834
0.73,4,5,3,7.782
1.04,4,3,2,8.402
1.5,3,2,1,9.036
0.3,3,3,6,6.603
1.03,4,2,1,8.73
2.14,3,3,2,9.513
2.09,3,4,4,9.822
1.01,0,3,4,8.574
1.05,2,5,1,8.453
0.5,1,1,1,7.182
0.4,1,3,7,7.021
1.0,1,4,2,8.184
0.28,2,1,3,6.188
0.34,3,0,1,6.37
1.18,4,1,3,9.181
0.71,2,2,3,7.97
0.32,4,0,3,7.016
0.71,4,3,4,7.83
0.9,3,2,2,8.074
0.4,3,4,1,6.876
0.5,4,2,1,7.228
1.11,2,4,1,8.662
0.72,4,2,2,7.766
0.25,2,1,6,6.354
0.3,2,2,6,6.672
0.41,3,3,4,6.718
0.5,4,5,1,6.981
0.63,2,4,3,7.596
0.23,2,1,6,6.273
1.01,1,0,1,8.546
0.33,4,3,7,6.958
0.38,4,1,3,7.0
0.46,4,5,6,6.881
0.61,4,0,5,8.232
1.31,3,3,5,9.329
0.9,2,6,2,7.817
0.3,1,4,3,6.265
0.7,3,3,1,7.653
0.5,4,1,4,7.465
0.32,1,1,4,6.659
2.02,1,5,4,9.728
0.71,3,0,1,7.936
0.91,3,3,2,7.942
0.32,4,0,6,6.973
0.54,3,0,1,7.488
0.33,4,1,3,6.687
1.08,3,4,3,8.539
1.25,3,5,2,8.376
0.36,3,2,3,6.921
0.72,1,4,1,7.782
0.56,4,0,1,7.503
1.14,4,4,4,8.799
0.31,4,3,7,6.792
1.5,2,5,3,9.109
1.2,4,0,2,8.816
1.53,4,3,5,9.649
0.62,3,1,2,7.148
0.51,1,2,1,7.249
1.52,4,4,2,8.571
0.85,2,0,2,8.028
0.3,4,1,6,6.717
0.71,2,3,3,8.0
0.36,1,1,1,6.447
0.3,4,3,5,6.458
0.32,4,3,7,6.928
0.3,4,1,3,6.565
1.13,1,2,2,8.282
1.2,4,3,3,9.172
0.55,4,1,1,7.347
0.71,2,6,3,7.591
0.3,4,2,6,7.016
1.01,3,2,2,8.411
1.08,3,4,3,8.627
0.7,1,4,1,7.756
0.71,2,1,1,7.853
0.39,4,1,1,6.516
1.21,4,1,4,9.154
0.42,4,5,6,6.784
0.75,4,1,4,8.051
1.01,2,3,4,8.772
1.07,4,3,6,9.135
0.42,4,1,1,6.611
1.5,3,4,0,8.188
1.01,2,0,2,8.431
0.57,3,1,4,7.523
1.21,3,1,1,8.9
0.26,2,1,5,6.335
1.09,4,4,1,8.568
0.34,3,1,2,6.417
1.52,3,3,6,9.678
2.09,1,5,1,9.699
0.71,3,4,1,7.699
1.17,4,4,4,8.752
0.56,4,4,3,7.543
0.3,2,4,5,6.654
0.32,4,3,3,6.719
0.71,2,1,1,7.806
0.32,2,3,2,6.043
0.7,3,2,1,7.678
0.35,1,4,1,6.223
0.23,2,1,6,6.142
0.71,4,4,5,8.123
1.03,1,0,1,8.399
1.0,2,1,4,8.652
1.21,4,1,3,9.245
1.2,1,2,4,9.104
0.64,2,3,1,7.418
1.0,1,4,1,8.427
1.0,4,5,2,7.963
0.3,4,2,7,6.787
0.51,3,2,3,7.467
0.7,1,1,4,7.935
0.55,4,0,2,7.148
0.63,4,6,2,6.971
0.24,2,2,6,6.41
2.51,1,3,2,9.565
1.05,3,4,1,8.549
1.04,3,6,2,8.19
1.21,4,4,1,8.354
0.43,4,0,3,7.096
2.03,4,4,1,9.8
0.55,3,3,1,7.228
0.55,4,2,4,7.444
0.34,4,5,1,6.129
0.7,4,3,3,8.012
0.32,3,0,1,6.628
1.25,3,3,3,9.136
0.31,4,0,4,6.599
0.9,2,3,1,8.221
0.7,3,5,6,7.838
1.28,4,5,2,8.598
1.58,3,5,0,8.403
0.58,4,1,4,7.541
0.61,4,0,5,8.018
1.0,1,4,1,8.39
1.51,2,5,2,8.841
1.06,2,1,4,8.865
1.22,3,1,2,8.738
1.01,3,2,4,8.716
0.71,4,1,4,7.761
0.5,2,0,4,7.358
0.83,4,4,2,7.53
1.0,1,5,1,8.274
0.32,4,1,4,6.457
2.26,3,4,1,9.822
0.32,3,3,4,6.33
0.97,2,5,2,7.85
1.0,1,6,1,8.213
0.31,2,4,1,6.1
0.3,4,3,5,6.528
0.36,4,2,3,6.688
1.53,2,3,2,8.999
0.52,4,0,1,7.409
0.7,3,3,4,7.775
0.84,2,1,1,8.147
0.4,4,1,2,6.444
1.71,3,3,2,9.337
0.52,2,3,3,7.432
0.9,4,4,2,8.012
1.08,3,1,2,8.464
0.35,2,1,1,6.42
0.32,4,3,7,6.822
0.46,1,0,7,7.668
0.31,4,2,5,6.884
0.28,4,2,5,6.417
1.01,2,2,4,8.698
0.56,2,0,4,7.582
0.43,3,2,4,6.875
0.41,4,5,4,6.616
1.51,1,3,3,9.419
0.71,2,1,1,7.792
0.52,2,1,5,7.72
0.92,3,1,2,8.279
0.3,4,2,7,6.787
1.31,4,5,3,8.956
0.71,2,1,4,7.859
0.7,3,3,2,7.503
0.39,3,0,5,7.162
0.4,4,2,2,6.392
1.12,3,4,3,8.719
0.58,1,1,1,7.16
0.56,1,2,1,7.2
0.7,3,3,4,7.885
1.02,4,2,1,8.594
0.41,3,3,3,6.868
0.7,2,0,1,7.787
0.9,3,1,2,8.206
1.02,4,2,0,8.188
0.27,2,4,6,6.223
0.4,4,1,1,6.782
0.55,4,2,1,7.251
0.7,3,2,4,7.945
0.3,2,0,1,6.314
0.32,3,3,4,6.579
0.3,2,4,3,6.293
0.4,3,4,3,6.929
0.56,4,4,5,7.503
0.51,2,4,4,7.132
1.22,4,3,3,9.06
0.72,2,4,4,7.809
0.9,4,3,2,8.305
0.9,4,4,4,8.382
1.01,4,0,2,8.484
0.52,4,0,4,7.56
0.75,4,2,1,8.113
0.32,3,3,3,6.469
1.17,3,4,0,8.208
0.35,4,1,1,6.42
0.95,1,0,2,8.075
1.2,3,6,3,8.538
0.55,4,0,4,7.564
0.51,3,6,1,6.863
0.36,2,0,1,6.428
0.52,2,0,3,7.512
0.83,2,4,3,8.056
1.0,2,2,1,8.406
0.38,3,5,4,6.7
0.49,1,2,3,7.165
0.81,4,5,4,8.118
0.33,2,0,1,6.41
0.52,1,2,3,7.374
0.76,4,2,3,8.145
0.31,4,1,3,6.848
0.41,4,3,5,7.121
0.41,3,5,6,7.009
0.72,4,2,4,7.913
0.7,4,1,1,7.839
1.15,3,5,1,8.509
1.1,2,4,1,8.393
1.35,4,3,3,9.292
0.74,2,1,3,7.955
0.7,1,0,3,8.007
1.14,4,1,5,9.324
0.7,4,0,4,8.146
0.9,1,5,6,8.34
0.31,4,0,1,6.347
1.03,3,4,1,8.485
1.62,4,5,6,9.408
1.32,3,5,2,8.686
0.61,4,0,6,8.361
1.57,4,3,1,9.077
1.02,2,0,4,8.794
1.02,3,2,2,8.293
1.24,2,5,1,8.604
1.03,4,0,2,8.521
0.4,4,1,1,6.545
0.72,4,1,4,7.95
0.71,4,0,3,8.22
0.3,2,3,5,6.447
0.55,2,1,3,7.594
0.31,4,5,6,6.323
0.54,2,2,1,7.227
1.23,3,3,1,8.817
0.7,4,2,1,7.835
2.02,4,5,3,9.816
0.7,3,1,2,7.809
0.4,2,1,1,6.532
0.53,4,1,3,7.564
0.72,4,1,1,7.99
1.02,4,4,3,8.625
1.03,4,1,2,8.611
0.61,1,4,3,7.442
1.5,1,4,1,9.187
2.24,3,5,2,9.686
0.4,3,2,1,6.645
0.3,4,3,6,6.778
0.47,3,3,1,6.903
0.59,4,3,2,7.137
1.04,2,0,5,9.133
1.12,4,4,1,8.587
2.01,0,3,2,9.295
1.01,4,2,3,9.004
1.11,1,6,1,8.273
